Publication Number,B60K6_48,Y02T10_6221,B60K6_387,B60K6_405,B60K2006_4825,Y02T10_6252,B60K6_42,B60K6_02,B60K6_26,B60K6_365,B60K6_547,B60K17_02,B60K6_40,B60K6_485,H02K7_108,H02K51_00,Y10S903_902,F16H3_66,F16D25_0638,H02K7_006
DE10242707B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DE102009009075A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN110056704A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN202260967U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN2844519Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN203708076U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN102128122A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN101294567B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN101902116A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DE4223814A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104184301A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DE202009002982U1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RU2012113700A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TWM578899U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN202679217U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TWM244935U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104868695B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN204559362U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN204392064U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN203193472U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN201178370Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN206461506U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TWM250451U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN208935333U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN103560732B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TWM509474U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DE3428684C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KR1019890700259A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN201130900Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN204696898U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104377933B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN101179222B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN101237180A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN204465322U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN205666748U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN103107680A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KR200160930Y1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN105515336B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FR2070891B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN103855908A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UA70742U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN204179922U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KR2019990015568U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN204597762U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN201219231Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
US3609418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN106452006B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN102624195A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AT323842B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN105186831B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TWI474583B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN102340230A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN105896889A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN201168342Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN100585177C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN201312248Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EP3359994A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104753314B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN1948720B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN204349760U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN201152268Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN103023273B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BRPI0601367A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN201742285U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN203933343U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WO2010068964A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104901510B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HUT59631A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN100505484C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TWM474985U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN103915972B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN202856593U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN205945489U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104682662B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104734455A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TWI292650B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN203416151U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN105990989A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RU2447569C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN101867281A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RU118136U1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DE102016101064A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN200969556Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN101182849A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104660008B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN206117474U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN203368290U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN107612277A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN202652042U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TWM524002U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN105896929A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DE102009009076A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RU111367U1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RU2510766C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN202931169U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KR1020020037534A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KR100630308B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN202535255U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HU1200523A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TWI647898B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JP1996009624A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TW525873U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN103929043A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TWI441424B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN100535449C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SU150858A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DE102008061681A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104533803B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN203722457U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FR2276726B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JP1977068754U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN102457215A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN203014641U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN205336081U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RU2332775C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104113184A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WO2010078570A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KR1020000000839A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KR1020010082854A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN103607096B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WO2011018014A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN205029541U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN101227135A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104065241A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CA1103335A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN202309475U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN101725476A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CA1106038A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TW301501U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN203896171U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DE2733751A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN106499585A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JP1994009375U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SU488299A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN204497949U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104482212A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TW336362B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FR2324212A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN102158046A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN103178689B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN203788121U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
US5633555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JP1978044619B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RU97117436A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JP1978013050A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN203398973U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN204559367U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN102629818A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SU989700A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN101902117B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN105245086A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TW201926863A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104009611B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN105811735A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RU2349014C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN1296327A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WO2009147378A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN203872030U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN203660858U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN203457031U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN109802551A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DOP2017000108A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN201213238Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RU2016124964A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN202535252U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN101055974B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WO2015089757A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN103401398B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN204013179U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DE102007006856B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN201118426Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MA20851A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN203398974U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104578691A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN201048344Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RU2594018C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN103904859B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN204761271U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DE102006005359A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN203516679U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SU331761A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104009609A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN203800796U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JP1974028732A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN206164340U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN202068315U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN101399486A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN204145255U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN204190594U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN105990994A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DE102015223339A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TW517916U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FR2310016B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DE29501555U1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ES2048628A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RU2015127601A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN204392063U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN205319928U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DE102016106187A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN101465567B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN105071616B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104022619B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN203660947U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN102013788B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104167899A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN201027951Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BRPI0601367A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DE19939356A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN2924052Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CA2039709A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN103023274B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN204271880U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FR2366614B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN2930082Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN205779756U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN206658143U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN105576897A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN105896919A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JP1986081867A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN201813304U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN203562926U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN201031785Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN205647177U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RU2582648C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN201256353Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN207010526U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JP2648566B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104617744A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN105896896A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JP5817260B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN1756056A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN105990991A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN105896883A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DE102004026028A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TWM559362U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN2859920Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN204231173U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN205004941U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN101068093A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN202535253U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DE4223827A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN105896912A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NL7005377A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN205029542U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AU277271B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN101958634B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN103840637B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN201616754U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FR2555114B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN105071633A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN103731006B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104539134A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104009609B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN2157625Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN206790331U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN2891463Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN201557039U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
JP1979093746A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN105896890A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EP1648078B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN204244053U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KR100287742B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TWM555590U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN101648649A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN204835891U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CN104184300A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GB2372838B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN1546334A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003042047A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2002051403A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001310691A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001309506A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FR2855105B1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001207886A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP3948453B2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001313019A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2003079008A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KR1020070044089A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001103608A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001307721A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
US6908411,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001265402A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN1990296A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
DE19540067C2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FR2865687A1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN101032927A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN2625185Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
JP2001238304A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TH56524A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN200948869Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN2605185Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CN2452795Y,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
