Publication Number,B60K6/48,Y02T10/6221,B60K6/387,B60K6/547,B60K6/365,B60K6/405,B60K2006/4825,Y02T10/6252
US8050830,1,1,1,1,0,0,0,0
WO2015086000A1,1,1,1,1,0,0,0,0
US9623867,1,1,1,1,0,0,0,0
US9132834,1,1,1,1,0,0,0,0
US9605605,1,1,1,1,0,0,0,0
AT512443B1,1,1,0,0,1,0,1,1
US8972135,1,1,0,0,1,0,1,1
US9669697,1,1,0,0,1,0,1,1
US9061681,1,1,0,1,0,0,1,1
US9180877,1,1,0,1,0,0,1,1
US9186975,1,1,0,1,0,0,1,1
US9937925,1,1,0,1,0,0,1,1
US20180257639A1,1,1,0,1,0,0,1,1
US9624848,1,1,0,1,0,0,1,1
WO2018010934A1,1,1,0,1,0,0,1,1
US9180878,1,1,0,1,0,0,1,1
DE102016216688A1,1,1,1,1,1,0,1,1
FR2216786A1,1,1,1,0,1,0,0,0
EP2842781B1,1,1,1,0,1,0,0,0
FR3025459A1,1,1,0,1,1,1,0,0
FR3025460B1,1,1,0,1,1,1,0,0
SE539371C2,1,1,0,1,0,0,1,1
US9457801,1,1,0,1,0,0,1,1
US8744657,1,1,0,1,0,0,1,1
US9624992,1,1,0,1,0,0,1,1
US9533671,1,1,0,1,0,0,1,1
DE102015214861A1,1,1,0,1,0,0,1,1
US9738149,1,1,1,0,1,0,0,0
AT7740U1,1,1,1,0,1,0,0,0
DE102011085197A1,1,1,1,0,1,0,0,0
WO2012139877A1,1,1,1,0,1,0,0,0
US9327714,1,1,1,0,1,0,0,0
DE3246230A1,1,1,1,0,1,0,0,0
US6306057,1,1,1,0,1,0,0,0
WO2015071088A1,1,1,1,0,1,0,0,0
US20160121708A1,1,1,0,1,1,1,0,0
WO2015037043A1,1,1,1,0,1,0,1,1
WO2016200317A1,1,1,1,0,1,0,1,1
US7824306,1,1,1,0,1,0,0,0
EP3490831A1,1,1,1,0,1,0,0,0
US10118478,1,1,1,0,1,0,0,0
US6354974,1,1,1,0,1,0,0,0
US8888638,1,1,1,0,1,0,0,0
US9108630,1,1,1,0,1,0,0,0
FR3025579A1,1,1,0,1,1,1,0,0
US7644790,1,1,1,1,0,0,0,0
DE4436383A1,1,1,1,1,0,0,0,0
WO2018181352A1,1,1,1,1,0,0,0,0
EP3241701A1,1,1,1,1,0,0,0,0
FR2689821B1,1,1,1,1,0,0,0,0
DE4005623A1,1,1,1,1,0,0,0,0
US9776498,1,1,1,1,0,0,0,0
WO2018138008A1,1,1,1,1,0,0,0,0
EP1862364B1,1,1,1,1,0,0,0,0
NL1019200C,1,1,1,1,0,0,0,0
CN108454381A,1,1,1,1,0,0,1,0
US20180170167A1,1,1,1,1,0,0,0,0
US4531605,1,1,1,1,0,0,0,0
US20050101432A1,1,1,1,1,0,0,0,0
WO2017092756A1,1,1,1,1,0,0,0,0
US8688350,1,1,1,1,0,0,0,0
US7093511,1,1,1,1,0,0,0,0
WO2012123172A1,1,1,1,1,0,0,0,0
DE10338558A1,1,1,1,1,0,0,0,0
EP0082932A3,1,1,1,1,0,0,0,0
DE102008011080A1,1,1,1,1,1,0,0,0
US9097330,1,1,0,0,1,0,1,1
DE102007001895A1,1,1,1,1,1,0,0,0
US7246672,1,1,1,0,1,0,0,0
US7207404,1,1,1,0,1,0,0,0
WO2012076238A1,1,1,1,0,1,0,0,0
WO2015132038A1,1,1,1,0,1,0,0,0
US10202031,1,1,1,0,1,0,0,0
US20190126737A1,1,1,1,0,1,0,0,0
US10226992,1,1,1,0,1,0,0,0
US10099684,1,1,1,0,1,0,0,0
FR2833537B1,1,1,1,0,1,0,0,0
WO2015037042A1,1,1,1,0,1,0,1,1
DE102015226256A1,1,1,0,1,1,0,1,1
US7256510,1,1,1,0,1,0,0,0
US6953409,1,1,1,0,1,0,0,0
EP0941883A3,1,1,1,0,1,0,0,0
US9862260,1,1,1,0,1,0,0,0
US9227505,1,1,1,0,1,0,0,0
US10000198,1,1,1,0,1,0,0,0
US5801499,1,1,1,0,1,0,0,0
WO2015078645A1,1,1,1,0,1,0,0,0
DE102015204117A1,1,1,1,1,1,0,0,0
US9302576,1,1,1,1,0,0,0,0
US9649927,1,1,1,1,0,0,0,0
US7690280,1,1,1,1,0,0,0,0
WO2013011994A1,1,1,1,1,0,0,0,0
US9670990,1,1,1,1,0,0,0,0
DE3230121A1,1,1,1,1,0,0,0,0
DE102006036758B4,1,1,1,1,0,0,0,0
DE102015226687A1,1,1,1,1,1,0,1,0
US9080648,1,1,0,1,1,0,1,1
DE102016100807A1,1,1,1,1,1,0,0,0
WO2016030101A1,1,1,0,1,1,0,1,1
US9457794,1,1,1,1,0,0,1,0
DE102015215076A1,1,1,0,1,1,0,1,0
DE102015215074A1,1,1,0,1,1,0,1,0
DE102016202932A1,1,1,0,1,1,0,1,0
DE102015215070A1,1,1,0,1,1,0,1,0
US20160311309A1,1,1,1,1,1,0,0,0
DE102015215075A1,1,1,0,1,1,0,1,0
US7470205,1,1,1,1,1,0,0,0
DE102015212736A1,1,1,1,1,1,0,0,0
DE102015007440B3,1,1,1,1,1,0,0,0
EP2387510B1,1,1,1,1,1,0,0,0
US7410436,1,1,0,1,1,0,0,0
WO2015082168A1,1,1,0,1,1,0,0,0
US10328784,1,1,0,1,1,0,0,0
US20180134144A1,1,1,0,1,1,0,0,0
US20060048516A1,1,1,0,1,1,0,0,0
WO2015090824A1,1,1,0,1,1,0,0,0
US10358026,1,1,0,1,1,0,0,0
US6394924,1,1,0,1,1,0,0,0
WO2016096312A1,1,1,0,1,1,0,0,0
US9623744,1,1,0,1,1,0,0,0
WO2010034513A3,1,1,0,1,1,0,0,0
US9802471,1,1,0,1,1,0,0,0
US10166854,1,1,0,1,1,0,0,0
US9494218,1,1,0,1,1,0,0,0
WO2015090823A1,1,1,0,1,1,0,0,0
WO2016134710A1,1,1,0,1,1,0,0,0
US7244208,1,1,0,1,1,0,0,0
FR2824509B1,1,1,0,1,1,0,0,0
WO2018149609A1,1,1,0,1,1,0,0,0
NL1022092C,1,1,0,1,1,0,0,0
US7704177,1,1,0,1,1,0,0,0
US9002553,1,1,0,1,1,0,0,0
WO2018141610A1,1,1,0,1,1,0,0,0
US5735770,1,1,0,1,1,0,0,0
WO2018197055A1,1,1,0,1,1,0,0,0
WO2015090836A1,1,1,0,1,1,0,0,0
US9944166,1,1,0,1,1,0,0,0
US6585066,1,1,0,1,1,0,0,0
US6867509,1,1,0,1,1,0,0,0
US8944949,1,1,0,1,1,0,0,0
US9695919,1,1,0,1,1,0,0,0
US9381800,1,1,0,1,1,0,0,0
US5771478,1,1,0,1,1,0,0,0
EP3061638A1,1,1,0,1,1,0,0,0
WO2009059683A1,1,1,0,1,1,0,0,0
US8002666,1,1,0,1,1,0,0,0
WO2018115227A1,1,1,0,1,1,0,0,0
US9573455,1,1,0,1,1,0,0,0
WO2018077457A1,1,1,0,1,1,0,0,0
US6716126,1,1,0,1,1,0,0,0
US10195932,1,1,0,1,1,0,0,0
WO2018115245A1,1,1,0,1,1,0,0,0
US6719655,1,1,0,1,1,0,0,0
US10406907,1,1,0,1,1,0,0,0
US9573585,1,1,0,1,1,0,0,0
WO2009062819A2,1,1,0,1,1,0,0,0
US20190077246A1,1,1,0,1,1,0,0,0
EP3106336B1,1,1,0,1,1,0,0,0
US8992362,1,1,0,1,1,0,0,0
WO2012084331A1,1,1,0,1,1,0,0,0
US9744840,1,1,0,1,1,0,0,0
US7261665,1,1,0,1,1,0,0,0
EP3095631A1,1,1,0,1,1,0,0,0
EP3174747B1,1,1,0,1,1,0,0,0
US9593768,1,1,0,1,1,0,0,0
US10189346,1,1,0,1,1,0,0,0
DE102014225743A1,1,1,1,1,1,0,0,0
DE102007051473A1,1,1,1,1,1,0,0,0
DE102016200583A1,1,1,1,1,1,0,0,0
FR3053289B1,1,1,1,1,1,0,0,0
DE102015226285A1,1,1,1,1,1,0,0,0
US6945893,1,1,0,1,1,0,0,0
US9341241,1,1,0,1,1,0,0,0
US9579966,1,1,0,1,1,0,0,0
EP2463171A1,1,1,0,1,1,0,0,0
US5903061,1,1,0,1,1,0,0,0
US8771139,1,1,0,1,1,0,0,0
US7273120,1,1,0,1,1,0,0,0
US7028795,1,1,0,1,1,0,0,0
US6159127,1,1,0,1,1,0,0,0
US10272766,1,1,0,1,1,0,0,0
US5895333,1,1,0,1,1,0,0,0
WO2015090832A1,1,1,0,1,1,0,0,0
US20080121447A1,1,1,0,1,1,0,0,0
WO2016091522A1,1,1,0,1,1,0,0,0
EP2532548A3,1,1,0,1,1,0,0,0
WO2015082165A1,1,1,0,1,1,0,0,0
US5841201,1,1,0,1,1,0,0,0
US20060060397A1,1,1,0,1,1,0,0,0
US6817327,1,1,0,1,1,0,0,0
US9845088,1,1,0,1,1,0,0,0
US10000115,1,1,0,1,1,0,0,0
WO2015082167A1,1,1,0,1,1,0,0,0
WO2018181557A1,1,1,0,1,1,0,0,0
US9719592,1,1,0,1,1,0,0,0
US9695932,1,1,0,1,1,0,0,0
US5558175,1,1,0,1,1,0,0,0
US8888636,1,1,0,1,1,0,0,0
DE102015204571A1,1,1,1,1,1,0,0,0
US20180345779A1,1,1,0,1,1,0,0,0
US7824294,1,1,0,1,1,0,0,0
US20180319267A1,1,1,0,1,1,0,0,0
CN107839464A,1,1,0,1,1,0,0,0
DE10225249B4,1,1,0,1,1,0,0,0
US6896635,1,1,0,1,1,0,0,0
DE3935228A1,1,1,0,1,1,0,0,0
US9682614,1,1,0,1,1,0,0,0
US5433282,1,1,0,1,1,0,0,0
WO2005097532A1,1,1,0,1,1,0,0,0
US5713814,1,1,0,1,1,0,0,0
US20090186735A1,1,1,0,1,1,0,0,0
US9744841,1,1,0,1,1,0,0,0
DE10130032A1,1,1,0,1,1,0,0,0
US10112473,1,1,0,1,1,0,0,0
WO2015082160A1,1,1,0,1,1,0,0,0
US6093974,1,1,0,1,1,0,0,0
DE10043510A1,1,1,0,1,1,0,0,0
US9097323,1,1,0,1,1,0,0,0
WO2018077455A1,1,1,0,1,1,0,0,0
DE102015215073A1,1,1,0,1,1,0,1,0
US5923093,1,1,0,1,1,0,0,0
US6506139,1,1,0,1,1,0,0,0
WO2016046001A1,1,1,0,1,1,0,0,0
WO2007085360A3,1,1,0,1,1,0,0,0
WO2018077454A1,1,1,0,1,1,0,0,0
US9545840,1,1,0,1,1,0,0,0
WO2015090837A1,1,1,0,1,1,0,0,0
DE19945474A1,1,1,0,1,1,0,0,0
US9919592,1,1,0,1,1,0,0,0
WO2016020127A1,1,1,0,1,1,0,0,0
US9037369,1,1,0,1,1,0,0,0
US10315503,1,1,0,1,1,0,0,0
US20190135261A1,1,1,0,1,1,0,0,0
US8452469,1,1,1,1,1,0,0,0
DE102015209292A1,1,1,1,1,1,0,0,0
WO2003035420A1,1,1,0,1,1,0,0,0
US9849771,1,1,0,1,1,0,0,0
US7785221,1,1,0,1,1,0,0,0
WO2009077261A2,1,1,0,1,1,0,0,0
US6966860,1,1,0,1,1,0,0,0
US9109566,1,1,0,1,1,0,0,0
US5558173,1,1,0,1,1,0,0,0
US6702709,1,1,0,1,1,0,0,0
DE102015016976B4,1,1,1,1,1,0,0,0
DE102015204577A1,1,1,1,1,1,0,0,0
AT15018U3,1,1,1,1,1,0,0,0
US5873426,1,1,1,1,1,0,0,0
DE102014218609A1,1,1,1,1,1,0,0,0
US6344008,1,1,1,1,1,0,0,0
EP2234832B1,1,1,0,1,1,0,0,0
US20070123384A1,1,1,0,1,1,0,0,0
US7941259,1,1,0,1,1,0,0,0
US9840142,1,1,0,1,1,0,0,0
US7601086,1,1,0,1,1,0,0,0
WO2015090835A1,1,1,0,1,1,0,0,0
WO2016091524A1,1,1,0,1,1,0,0,0
WO2015090833A1,1,1,0,1,1,0,0,0
US7243010,1,1,0,1,1,0,0,0
US7223200,1,1,0,1,1,0,0,0
US8825244,1,1,0,1,1,0,0,0
US7510500,1,1,0,1,1,0,0,0
US9005063,1,1,0,1,1,0,0,0
EP2349768B1,1,1,0,1,1,0,0,0
EP3061637A1,1,1,0,1,1,0,0,0
EP0845618B1,1,1,0,1,1,0,0,0
US20180319386A1,1,1,0,1,1,0,0,0
US8002059,1,1,1,1,1,0,0,0
US7211025,0,0,1,1,0,1,0,0
US10137767,0,0,1,0,1,1,0,0
CN108944413A,0,0,1,0,1,1,0,0
US9745720,0,0,1,0,1,1,0,0
EP3453551A4,0,0,1,0,1,1,0,0
US7527573,0,0,1,0,1,1,0,0
US20050150700A1,0,0,1,0,1,1,0,0
US9944164,0,0,1,0,1,1,0,0
US9657460,0,0,1,0,1,1,0,0
CN107310374A,0,0,1,0,1,1,0,0
US9713955,0,0,1,0,1,1,0,0
US9896084,0,0,1,0,1,1,0,0
DE10246839A1,0,0,1,1,1,1,0,0
US10071728,0,0,0,1,1,1,0,0
DE19909424A1,0,0,0,1,1,1,0,0
US20170015305A1,0,0,0,1,1,1,0,0
US7727099,0,0,0,1,1,1,0,0
US7632201,0,0,0,1,1,1,0,0
US7811191,0,0,0,1,1,1,0,0
US7690455,0,0,0,1,1,1,0,0
US8013483,0,0,0,1,1,1,0,0
FR2839759B1,1,0,1,0,0,1,0,0
US9180767,0,0,0,1,1,1,0,0
DE19917295B4,1,0,1,0,0,1,0,0
US8863926,1,0,1,0,0,1,0,0
US6388348,1,0,1,0,0,1,0,0
FR2791009B1,1,0,1,0,0,1,0,0
WO2018228637A1,1,0,1,0,0,1,0,0
WO2001010664A1,1,0,1,0,0,1,0,0
US9855834,1,0,1,0,0,1,0,0
US6217476,1,0,1,0,0,1,0,0
EP1727697A1,1,0,1,0,0,1,0,0
FR2839758B1,1,0,1,0,0,1,0,0
FR2832475B1,1,0,1,0,0,1,0,0
EP2865551A3,1,0,0,0,0,1,1,1
US9969256,1,0,1,0,0,1,1,0
DE102012204774A1,1,1,0,0,0,1,1,1
WO2003031809A1,1,1,1,0,0,1,0,0
JP2009120117A,1,1,1,1,1,1,0,0
US7063637,1,0,1,1,1,1,0,0
JP3373082B2,1,1,1,1,1,1,0,0
US10155437,1,0,0,0,1,1,0,0
US10065633,0,0,1,1,1,0,0,0
US9539891,0,0,1,1,1,0,0,0
US9873424,0,0,1,1,1,0,0,0
US10161507,0,0,1,1,1,0,0,0
US20180141542A1,1,1,0,0,0,1,1,1
WO2019044335A1,1,0,0,1,0,1,0,0
US9441708,0,0,1,1,1,0,0,0
US20170282702A1,0,0,1,1,1,0,0,0
US9593468,0,0,1,1,1,0,0,0
US9683635,0,0,1,1,1,0,0,0
JP2000023313A,1,0,1,0,1,0,1,1
WO2019158156A1,1,0,1,1,0,0,1,0
US8255132,0,0,1,1,1,0,0,0
US9682615,0,0,1,1,1,0,0,0
US9975540,0,0,1,1,1,0,0,0
US9878705,0,0,1,1,1,0,0,0
WO2008029720A1,0,0,1,1,1,0,0,0
US9221327,0,0,1,1,1,0,0,0
EP0725474B1,1,0,0,0,1,1,0,0
US20190039449A1,0,0,1,1,1,0,0,0
US9139079,0,0,1,1,1,0,0,0
CN107054053A,0,0,1,1,1,0,0,0
US10351141,0,0,1,1,1,0,0,0
US10350984,1,0,0,0,1,1,0,0
US20180015818A1,0,0,1,1,1,0,0,0
US9108505,0,0,1,1,1,0,0,0
US8210296,0,0,1,1,1,0,0,0
US9333848,0,0,1,1,1,0,0,0
US9688267,0,0,1,1,1,0,0,0
US10155509,0,0,1,1,1,0,0,0
US9840249,0,0,1,1,1,0,0,0
US9527377,0,0,1,1,1,0,0,0
FR3020028B1,1,0,1,1,0,0,1,1
WO2018192892A1,1,0,1,0,0,0,1,1
US10124796,1,0,1,0,1,0,1,1
US9745722,0,0,1,1,1,0,0,0
CN106976388A,0,0,1,1,1,0,0,0
US10384671,0,0,1,1,1,0,0,0
US10059190,0,0,1,1,1,0,0,0
US9446669,0,0,1,1,1,0,0,0
US10174483,0,0,1,1,1,0,0,0
US9216641,0,0,1,1,1,0,0,0
DE10152808B4,1,0,0,1,0,1,0,0
EP1976749A1,1,0,0,1,0,1,0,0
US10400862,0,0,1,1,1,0,0,0
US9376009,0,0,1,1,1,0,0,0
FR2837429B1,0,0,1,1,1,0,0,0
US9050971,0,0,1,1,1,0,0,0
US9945448,0,0,1,1,1,0,0,0
US10239401,1,0,0,0,1,1,0,0
US20170355257A1,1,0,1,0,0,0,1,1
US10160446,1,1,1,0,0,0,1,1
US20190031022A1,1,0,0,0,1,1,0,0
CN103863099B,1,1,1,0,0,1,1,1
DE10049197B4,1,1,0,0,1,1,0,0
US8997956,1,1,1,0,0,1,0,0
DE102015014097A1,1,1,0,0,0,1,1,1
US9475495,1,1,1,0,0,0,1,1
US20180015817A1,1,1,1,0,0,0,1,1
DE102015224793A1,1,1,1,0,0,0,1,1
DE102016215930A1,1,1,1,0,0,0,1,1
DE102016219462A1,1,1,1,0,0,0,1,1
US20160297292A1,1,1,1,0,0,0,1,1
DE102016217822A1,1,1,1,0,0,0,1,1
DE102016222420A1,1,1,1,0,0,0,1,1
DE102016220710A1,1,1,1,0,0,0,1,1
DE102016011308A1,1,1,1,0,0,0,1,1
DE102017206205A1,1,1,1,0,0,0,1,1
US9932031,1,1,1,0,0,0,1,1
US20170151938A1,1,1,1,0,0,0,1,1
US7990004,1,1,0,0,1,1,0,0
US8602940,1,1,1,0,0,1,1,1
US6656069,1,1,1,0,0,1,0,0
US6679796,1,1,1,0,0,1,0,0
DE102015208424A1,1,1,1,0,0,0,1,1
US9709159,1,1,1,0,0,0,1,1
CN107054052A,1,1,1,0,0,0,1,1
CN107757339A,1,1,1,0,0,0,1,1
DE102014213818A1,1,1,1,0,0,0,1,1
US9669837,1,1,1,0,0,0,1,1
DE102015221082A1,1,1,1,0,0,0,1,1
DE102015112242A1,1,1,1,0,0,0,1,1
DE102015112241A1,1,1,1,0,0,0,1,1
DE102014221197A1,1,1,1,0,0,0,1,1
US9499165,1,1,1,0,0,0,1,1
US9981651,1,1,1,0,0,0,1,1
DE102016212993A1,1,1,1,0,0,0,1,1
WO2018158033A1,1,1,1,0,0,1,1,1
US6513609,1,1,1,0,0,1,0,0
WO2012018027A1,1,1,0,1,0,1,0,0
DE102016209504A1,1,1,1,0,0,0,1,1
US9822830,1,1,1,0,0,0,1,1
DE102016221491A1,1,1,1,0,0,0,1,1
US9180858,1,1,1,0,0,0,1,1
US20170326962A1,1,1,1,0,0,0,1,1
US20190226550A1,1,1,1,0,0,0,1,1
US9834204,1,1,1,0,0,0,1,1
DE102016223784A1,1,0,1,1,0,0,1,0
DE102016224006A1,1,1,1,0,0,0,1,1
DE102016218311A1,1,1,1,0,0,0,1,1
US8874292,1,1,1,0,0,0,1,1
DE102016219380A1,1,1,1,0,0,0,1,1
WO2018001621A1,1,1,1,0,0,1,1,1
DE19964504B4,1,1,1,0,0,1,1,1
DE102010045034A1,1,1,1,1,0,0,1,1
US20140246935A1,1,1,0,1,0,1,1,1
SE539692C2,1,0,1,1,0,0,1,1
US8322503,1,1,1,0,0,1,0,0
CN109278526A,1,0,1,1,0,0,1,0
US9586578,1,1,1,0,0,0,1,1
US20190211889A1,1,1,1,0,0,0,1,1
CN107914567A,1,1,1,0,0,0,1,1
DE102009019585A1,1,1,1,0,0,1,0,0
WO2010007128A1,1,1,1,0,0,1,0,0
US20180208045A1,1,0,1,1,0,0,1,1
US20180363730A1,1,0,0,1,0,0,1,1
WO2019024956A1,1,0,1,1,0,0,0,0
US10328817,1,0,1,0,1,0,0,0
US9440526,1,0,1,0,1,0,0,0
WO2019038208A1,1,0,1,0,1,0,0,0
US20190001990A1,1,0,1,1,0,0,0,0
US9604525,1,0,0,1,0,0,1,1
DE102012208678A1,1,1,1,1,0,0,1,1
WO2019038414A1,1,0,1,0,1,0,0,0
WO2012079827A1,1,1,1,0,1,0,0,0
DE102017002509A1,1,0,1,1,1,0,1,0
US9428176,1,0,0,1,0,0,1,1
DE102017207191A1,1,0,1,1,1,0,1,0
DE102017205119A1,1,0,1,1,1,0,1,0
DE102016213707A1,1,0,1,1,1,0,1,0
US20190061733A1,1,0,1,1,0,0,0,0
US9254738,1,0,1,1,0,0,0,0
EP3423321A1,1,0,1,1,0,0,1,1
EP3253633B1,1,0,0,1,0,0,1,1
DE102013002586B4,1,1,0,1,1,0,1,1
DE102017204549A1,1,0,1,1,1,0,1,0
DE102017202422A1,1,0,1,1,1,0,1,0
DE102016203887A1,1,0,1,1,1,0,1,0
DE102016213739A1,1,0,1,1,1,0,1,0
DE102017206811A1,1,0,1,1,1,0,1,0
DE102017206801A1,1,0,1,1,1,0,1,0
DE102017202333A1,1,0,1,1,1,0,1,0
DE102016225711A1,1,0,1,1,1,0,1,0
US10407864,1,0,1,0,1,0,0,0
US20180244145A1,1,0,1,0,1,0,0,0
US10343671,1,0,1,0,1,0,0,0
US20190256097A1,1,0,1,0,1,0,0,0
US20070087884A1,1,0,1,0,1,0,0,0
WO2019158988A1,1,0,1,0,1,0,0,0
US20180215247A1,1,0,1,0,1,0,0,0
WO2019086073A1,1,0,1,1,0,0,1,0
US20180015816A1,1,1,1,1,0,0,1,1
DE102015220604A1,1,1,1,1,0,0,1,1
US20160318500A1,1,1,1,1,0,0,1,1
DE102013002587B4,1,1,0,1,1,0,1,1
US9714024,1,1,0,1,0,0,1,1
DE10160884A1,1,0,1,1,0,0,0,0
DE102017202454A1,1,0,1,1,1,0,1,0
DE102017207203A1,1,0,1,1,1,0,1,0
DE102016217247A1,1,0,1,1,1,0,1,0
DE102017202337A1,1,0,1,1,1,0,1,0
DE102016213733A1,1,0,1,1,1,0,1,0
DE102013205771A1,1,1,0,1,1,0,1,1
DE102016204583A1,1,1,1,1,0,0,0,0
DE102014214543A1,1,1,1,1,0,0,1,1
US20120312111A1,1,1,1,1,0,0,1,1
US20170120899A1,1,1,1,0,0,1,1,0
US20170368925A1,1,1,1,0,0,0,1,0
US20190135269A1,1,1,1,0,0,0,1,0
DE102016225732A1,1,1,0,0,1,0,1,1
WO2006137288A1,1,1,1,0,0,1,0,0
FR3031478A1,1,1,1,1,0,1,0,0
WO2019141561A1,1,0,1,0,1,0,0,0
WO2019038207A1,1,0,1,0,1,0,0,0
US9651119,1,0,1,0,1,0,0,0
WO2014065302A1,1,0,1,0,1,0,0,0
US20160084349A1,1,1,1,1,0,0,1,1
US20160089968A1,1,1,1,1,0,0,1,1
WO2018113818A1,1,1,1,1,0,0,1,1
WO2019114854A1,1,0,1,1,0,0,0,0
US20170190246A1,1,0,1,1,0,0,0,0
US9610953,1,1,1,1,0,0,1,1
RU2527592C2,1,1,1,1,0,0,1,1
DE102016204584A1,1,1,1,1,0,0,0,0
WO2014111217A1,1,1,1,0,0,0,1,0
DE102016225733A1,1,1,0,0,1,0,1,1
DE102016204582A1,1,1,1,1,0,0,0,0
US20180156332A1,1,0,1,1,0,0,1,0
US10279795,1,0,1,1,0,0,1,0
US9636988,1,1,1,0,1,0,0,0
US8167752,1,1,1,0,1,0,0,0
DE102013209516A1,1,1,1,0,1,0,0,0
DE102011081765A1,1,1,0,1,0,0,1,1
US9738275,1,1,0,1,0,0,1,1
DE102017202451A1,1,0,1,1,1,0,1,0
DE102017207189A1,1,0,1,1,1,0,1,0
DE102016213737A1,1,0,1,1,1,0,1,0
DE102016225709A1,1,0,1,1,1,0,1,0
DE102017202452A1,1,0,1,1,1,0,1,0
DE102011079716A1,1,1,0,0,1,0,1,1
DE102016206532A1,1,1,0,0,1,0,1,1
DE102016211392A1,1,1,0,0,1,0,1,1
WO2018215024A1,1,0,1,1,0,0,1,0
US10179582,1,1,0,0,1,0,1,1
DE102015216440A1,1,1,1,1,0,0,1,1
US9056613,1,1,1,1,0,0,1,1
US9669824,1,1,1,1,0,0,1,1
US9975546,1,1,1,1,0,0,1,1
US20160091055A1,1,1,1,1,0,0,1,1
EP3074255A4,1,1,1,1,0,0,1,1
DE102016225740A1,1,1,0,0,1,0,1,1
FR2962697B1,1,1,1,0,1,0,0,0
US9365211,1,1,1,0,0,0,1,1
US9283956,1,1,1,0,0,0,1,1
DE102007050822A1,1,1,1,1,1,0,0,0
WO2010089841A1,1,1,1,1,1,0,0,0
US8801558,1,1,1,0,1,0,1,1
US8585523,1,1,1,0,1,0,1,1
WO2015052777A1,1,1,1,0,0,0,1,1
US20180278122A1,1,1,1,0,0,0,1,0
US9327721,1,1,1,1,0,0,1,1
US9656657,1,1,1,0,0,0,1,1
JP3138799B2,1,1,1,0,1,0,0,0
DE102014218270A1,1,1,0,0,1,0,1,1
DE102015203441A1,1,1,1,1,0,0,1,1
US8480525,1,1,1,0,1,0,1,1
US8388496,1,1,1,1,0,0,0,0
US20170122419A1,1,1,1,1,0,0,0,0
DE102016204581A1,1,1,1,1,0,0,0,0
US20180141429A1,1,1,1,0,1,0,0,1
US20160333967A1,1,1,1,1,0,0,0,0
FR2921525B1,1,1,1,1,0,0,0,0
WO2013002009A1,1,1,0,1,0,0,1,1
EP2815944A1,1,1,0,1,0,0,1,1
DE102014019431A1,1,1,0,1,0,0,1,1
US20180022206A1,1,1,1,0,0,0,1,1
DE102015117991A1,1,1,1,0,0,0,1,1
US9381912,1,1,1,0,0,0,1,1
US10286772,1,0,1,0,1,0,1,0
US8171824,1,1,1,1,0,0,0,0
DE102016212366A1,1,1,0,0,1,0,1,1
DE102016212226A1,1,1,0,0,1,0,1,1
DE102016204132A1,1,1,0,0,1,0,1,1
DE102011079717A1,1,1,0,0,1,0,1,1
US20110073393A1,1,1,1,1,0,0,0,0
DE102008016784A1,1,1,1,1,1,0,0,0
US7416501,1,1,1,0,1,0,0,0
US20180264923A1,1,1,1,0,1,0,0,0
EP2867048A4,1,1,1,0,1,0,0,0
US7261660,1,1,1,0,1,0,0,0
DE102014219359B3,1,1,1,0,1,0,0,0
DE102014214464A1,1,1,1,0,1,0,1,1
US8333680,1,1,1,1,1,1,0,0
DE102015226215A1,1,1,0,1,1,0,1,1
JP3447433B2,1,1,1,1,1,0,0,0
DE102016204580A1,1,1,1,1,0,0,0,0
US20160023653A1,1,1,1,1,0,0,0,0
US8795115,1,1,0,1,1,0,1,1
WO2012057130A1,1,1,0,1,0,0,1,1
EP2946959A3,1,1,0,1,0,0,1,1
US8655525,1,1,0,1,1,0,1,1
US9434372,1,1,1,0,0,0,1,1
WO2018054772A1,1,1,0,1,0,0,1,1
WO2019025401A1,1,0,0,1,1,0,0,0
US20190126739A1,1,0,0,1,1,0,0,0
US9944273,1,0,0,1,1,0,0,0
US10279794,1,0,0,1,1,0,0,0
WO2018228738A1,1,0,0,1,1,0,0,0
JP3940260B2,1,1,1,1,0,0,0,0
WO2009017034A1,1,1,1,1,0,0,0,0
US7749133,1,1,1,1,1,0,0,0
US6769502,1,0,0,1,1,0,0,0
CN108790775A,1,0,0,1,1,0,0,0
US6666787,1,0,0,1,1,0,0,0
DE102007004460A1,1,1,1,1,0,0,0,0
DE102014210042A1,1,1,0,1,0,0,1,1
DE102016218417A1,1,0,0,1,1,0,1,0
US20190291564A1,1,0,0,1,1,0,0,0
US20180170168A1,1,0,0,1,1,0,0,0
US10279672,1,0,0,1,1,0,0,0
EP3100890A1,1,0,0,1,1,0,0,0
US20180328465A1,1,0,0,1,1,0,0,0
US20190120351A1,1,0,0,1,1,0,0,0
WO2019076529A1,1,0,0,1,1,0,0,0
US10023041,1,0,0,1,1,0,0,0
EP3100889A1,1,0,0,1,1,0,0,0
WO2015082166A1,1,0,0,1,1,0,0,0
US20180361845A1,1,0,0,1,1,0,0,0
US10300782,1,0,0,1,1,0,0,0
WO2019025409A1,1,0,0,1,1,0,0,0
WO2019025413A1,1,0,0,1,1,0,0,0
US9616881,1,1,0,1,0,0,1,1
US20090090571A1,1,1,1,1,0,0,0,0
US6352489,1,1,1,1,0,0,0,0
US20190225069A1,1,0,0,1,1,0,0,0
