Publication Number,B60K6/48,Y02T10/6221,B60K6/387,B60K6/405,B60K2006/4825,Y02T10/6252,B60K6/42
JP3826637B2,1,0,0,0,0,0,0
EP2222979B1,1,0,0,0,0,0,0
JP1993131858A,1,0,0,0,0,0,0
JP3873032B2,1,0,0,0,0,0,0
DE102014218791A1,1,0,0,0,0,0,0
IN3639CHENP2011A,1,0,0,0,0,0,0
EP3157776A1,1,0,0,0,0,0,0
JP6115587B2,1,0,0,0,0,0,0
JP2018176810A,1,0,0,0,0,0,0
JP2018150018A5,1,0,0,0,0,0,0
JP2013086516A,1,0,0,0,0,0,0
JP2017226285A,1,0,0,0,0,0,0
JP6185945B2,1,0,0,0,0,0,0
US9893661,1,0,0,0,0,0,0
JP2001145209A,1,0,0,0,0,0,0
JP2007177984A,1,0,0,0,0,0,0
EP3354505A1,1,0,0,0,0,0,0
ID201809730A,1,0,0,0,0,0,0
JP6196827B2,1,0,0,0,0,0,0
JP3861822B2,1,0,0,0,0,0,0
JP6311142B2,1,0,0,0,0,0,0
JP4709218B2,1,0,0,0,0,0,0
JP2008284975A,1,0,0,0,0,0,0
JP1984083503A,1,0,0,0,0,0,0
JP2009227038A,1,0,0,0,0,0,0
JP3289870B2,1,0,0,0,0,0,0
JP2005194978A,1,0,0,0,0,0,0
JP5970870B2,1,0,0,0,0,0,0
JP6155559B2,1,0,0,0,0,0,0
JP3614063B2,1,0,0,0,0,0,0
JP3690142B2,1,0,0,0,0,0,0
JP6434128B2,1,0,0,0,0,0,0
JP4067506B2,1,0,0,0,0,0,0
JP5927895B2,1,0,0,0,0,0,0
JP2001090830A,1,0,0,0,0,0,0
JP5954054B2,1,0,0,0,0,0,0
JP2010519133A,1,0,0,0,0,0,0
JP1999127805A,1,0,0,0,0,0,0
JP3518389B2,1,0,0,0,0,0,0
JP2013129390A,1,0,0,0,0,0,0
JP2017180159A,1,0,0,0,0,0,0
US20080210497A1,1,0,0,0,0,0,0
JP2008238856A,1,0,0,0,0,0,0
JP3912336B2,1,0,0,0,0,0,0
JP6537493B2,1,0,0,0,0,0,0
JP3686626B2,1,0,0,0,0,0,0
JP2000205002A,1,0,0,0,0,0,0
JP1999243608K1,1,0,0,0,0,0,0
US7563193,1,0,0,0,0,0,0
IN1349KOLNP2013A,1,0,0,0,0,0,0
US6595895,1,0,0,0,0,0,0
JP2019006263A,1,0,0,0,0,0,0
FR3012376B1,1,0,0,0,0,0,0
CN101342859B,1,0,0,0,0,0,0
JP1999018210A,1,0,0,0,0,0,0
JP2014015204A,1,0,0,0,0,0,0
JP2004003460A,1,0,0,0,0,0,0
JP5089334B2,1,0,0,0,0,0,0
JP2008007003A,1,0,0,0,0,0,0
JPWO2014021117A1,1,0,0,0,0,0,0
JP3949047B2,1,0,0,0,0,0,0
JP3903476B2,1,0,0,0,0,0,0
JP3172240B2,1,0,0,0,0,0,0
JP4081765B2,1,0,0,0,0,0,0
JP3874612B2,1,0,0,0,0,0,0
IDP000057612B,1,0,0,0,0,0,0
JP2002063900A,1,0,0,0,0,0,0
JP2019143539A,1,0,0,0,0,0,0
US6986398,1,0,0,0,0,0,0
JP2002332942A,1,0,0,0,0,0,0
JP1979150031U,1,0,0,0,0,0,0
US20120178584A1,1,0,0,0,0,0,0
JP1993030606A,1,0,0,0,0,0,0
JP4548479B2,1,0,0,0,0,0,0
JP4372770B2,1,0,0,0,0,0,0
JP3897000B2,1,0,0,0,0,0,0
JP2018027769A5,1,0,0,0,0,0,0
JP2019131027A,1,0,0,0,0,0,0
CN104417347B,1,0,0,0,0,0,0
JP3652693B2,1,0,0,0,0,0,0
JP5924135B2,1,0,0,0,0,0,0
CN107438530A,1,0,0,0,0,0,0
JP3340372B2,1,0,0,0,0,0,0
JP1995075394A,1,0,0,0,0,0,0
JP2017103972A,1,0,0,0,0,0,0
JP2019047687A,1,0,0,0,0,0,0
JP6011049B2,1,0,0,0,0,0,0
JP2018197084A,1,0,0,0,0,0,0
JP2013237306A,1,0,0,0,0,0,0
WO2015146384A1,1,0,0,0,0,0,0
JP6469709B2,1,0,0,0,0,0,0
DE102012201376A1,1,0,0,0,0,0,0
JP2007253658A,1,0,0,0,0,0,0
JP1999198671A,1,0,0,0,0,0,0
JP4430653B2,1,0,0,0,0,0,0
JP2002081471A,1,0,0,0,0,0,0
JP2672310B2,1,0,0,0,0,0,0
EP2379359B1,1,0,0,0,0,0,0
JP3575763B2,1,0,0,0,0,0,0
IN1697MUM2008A,1,0,0,0,0,0,0
JP2005002866A,1,0,0,0,0,0,0
JP1985010186Y2,1,0,0,0,0,0,0
HU1100638A2,1,0,0,0,0,0,0
JP5916223B2,1,0,0,0,0,0,0
US9548694,1,0,0,0,0,0,0
JP3838505B2,1,0,0,0,0,0,0
JP2005207385A,1,0,0,0,0,0,0
JP3783463B2,1,0,0,0,0,0,0
IN201647044791A,1,0,0,0,0,0,0
JP1997277854A,1,0,0,0,0,0,0
JP2012217263A,1,0,0,0,0,0,0
US20070102930A1,1,0,0,0,0,0,0
JP3873065B2,1,0,0,0,0,0,0
TH150010A,1,0,0,0,0,0,0
JP2016156253A,1,0,0,0,0,0,0
JP2002354607A,1,0,0,0,0,0,0
JP2010095029A,1,0,0,0,0,0,0
JP2003314415A,1,0,0,0,0,0,0
JP2000233667A,1,0,0,0,0,0,0
JP2017197116A,1,0,0,0,0,0,0
JP5277069B2,1,0,0,0,0,0,0
JP2017114312A,1,0,0,0,0,0,0
JP1994200781A,1,0,0,0,0,0,0
ID201504760A,1,0,0,0,0,0,0
JP1993050863A,1,0,0,0,0,0,0
EP1898511A3,1,0,0,0,0,0,0
JP1993176405A,1,0,0,0,0,0,0
EP1984200B1,1,0,0,0,0,0,0
IN201617023783A,1,0,0,0,0,0,0
JP3815419B2,1,0,0,0,0,0,0
EP2784914B1,1,0,0,0,0,0,0
JP2018167747A,1,0,0,0,0,0,0
JP2001218305A,1,0,0,0,0,0,0
JP3408431B2,1,0,0,0,0,0,0
JP1994024248A,1,0,0,0,0,0,0
JP4042779B2,1,0,0,0,0,0,0
JP2019508310A,1,0,0,0,0,0,0
IN263282B,1,0,0,0,0,0,0
JP2004239127A,1,0,0,0,0,0,0
US20030069103A1,1,0,0,0,0,0,0
JP2003287115A,1,0,0,0,0,0,0
JP2012111347A,1,0,0,0,0,0,0
JP2017137033A,1,0,0,0,0,0,0
JP3563314B2,1,0,0,0,0,0,0
JP1999262105A,1,0,0,0,0,0,0
VN10012917B,1,0,0,0,0,0,0
JP2005299469A,1,0,0,0,0,0,0
JP2001304008A,1,0,0,0,0,0,0
JP2017062029A,1,0,0,0,0,0,0
JPWO2011037211A1,1,0,0,0,0,0,0
JP2008298045A,1,0,0,0,0,0,0
JP1993302525A,1,0,0,0,0,0,0
JP1996154309A,1,0,0,0,0,0,0
US20040046517A1,1,0,0,0,0,0,0
JP3458752B2,1,0,0,0,0,0,0
JP5971188B2,1,0,0,0,0,0,0
JP3993158B2,1,0,0,0,0,0,0
US10166973,1,0,0,0,0,0,0
JP4148017B2,1,0,0,0,0,0,0
JP4104940B2,1,0,0,0,0,0,0
JP6292256B2,1,0,0,0,0,0,0
TH132888A,1,0,0,0,0,0,0
FR3029584B1,1,0,0,0,0,0,0
IT1426615B1,1,0,0,0,0,0,0
JP3806382B2,1,0,0,0,0,0,0
JP2010188994A,1,0,0,0,0,0,0
JP5929710B2,1,0,0,0,0,0,0
JP5570782B2,1,0,0,0,0,0,0
JP2004248405A,1,0,0,0,0,0,0
JP1996175476A,1,0,0,0,0,0,0
EP3546311A1,1,0,0,0,0,0,0
WO2019188362A1,1,0,0,0,0,0,0
US20190293149A1,1,0,0,0,0,0,0
JP2019149911A,1,0,0,0,0,0,0
WO2019050532A1,1,0,0,0,0,0,0
JP2019099018A,1,0,0,0,0,0,0
WO2018155143A1,1,0,0,0,0,0,0
JP2019093909A,1,0,0,0,0,0,0
EP3450234A1,1,0,0,0,0,0,0
JP2018052327A,1,0,0,0,0,0,0
JP2019099059A,1,0,0,0,0,0,0
WO2018155615A1,1,0,0,0,0,0,0
JP2019099113A,1,0,0,0,0,0,0
JP2018127149A,1,0,0,0,0,0,0
EP3511216A4,1,0,0,0,0,0,0
JP5803951B2,1,0,0,0,0,0,0
WO2018155623A1,1,0,0,0,0,0,0
CN110290991A,1,0,0,0,0,0,0
JP6579075B2,1,0,0,0,0,0,0
EP2689979B1,1,0,0,0,0,0,0
EP3072764A1,1,0,0,0,0,0,0
JP2017197099A,1,0,0,0,0,0,0
JP2018083622A,1,0,0,0,0,0,0
EP3305573B1,1,0,0,0,0,0,0
JP2019147429A,1,0,0,0,0,0,0
JP2019137269A,1,0,0,0,0,0,0
JP2018203187A,1,0,0,0,0,0,0
US20110272201A1,1,0,0,0,0,0,0
BR112017026768A2,1,0,0,0,0,0,0
JP2019034677A,1,0,0,0,0,0,0
JP4076193B2,1,0,0,0,0,0,0
IN9203CHENP2012A,1,0,0,0,0,0,0
JP4081763B2,1,0,0,0,0,0,0
JP3123812B2,1,0,0,0,0,0,0
JP6060839B2,1,0,0,0,0,0,0
JP4529335B2,1,0,0,0,0,0,0
JP1998324165A,1,0,0,0,0,0,0
JP5898643B2,1,0,0,0,0,0,0
CN208324873U,1,0,0,0,0,0,0
JP3168807B2,1,0,0,0,0,0,0
JP1996107672A,1,0,0,0,0,0,0
JP1976025859Y2,1,0,0,0,0,0,0
JP5716695B2,1,0,0,0,0,0,0
JP4490458B2,1,0,0,0,0,0,0
JP1999225404A,1,0,0,0,0,0,0
EP3380353A1,1,0,0,0,0,0,0
EP2676855A4,1,0,0,0,0,0,0
US10272905,1,0,0,0,0,0,0
JP2002310018A,1,0,0,0,0,0,0
CN101934720B,1,0,0,0,0,0,0
JP2015058926A,1,0,0,0,0,0,0
JP2005214121A,1,0,0,0,0,0,0
US6275759,1,0,0,0,0,0,0
JP2019064461A,1,0,0,0,0,0,0
JP5843003B2,1,0,0,0,0,0,0
JP2002247883A,1,0,0,0,0,0,0
JP2000118246A,1,0,0,0,0,0,0
JP3248891B2,1,0,0,0,0,0,0
JP2008007004A,1,0,0,0,0,0,0
JP3376895B2,1,0,0,0,0,0,0
JP4075959B2,1,0,0,0,0,0,0
US9555795,1,0,0,0,0,0,0
JP2765840B2,1,0,0,0,0,0,0
JP3339589B2,1,0,0,0,0,0,0
JP6232717B2,1,0,0,0,0,0,0
JP2015140033A,1,0,0,0,0,0,0
US8992379,1,0,0,0,0,0,0
JP2017153316A,1,0,0,0,0,0,0
JP2001157307A,1,0,0,0,0,0,0
JP2019127195A,1,0,0,0,0,0,0
JP4329327B2,1,0,0,0,0,0,0
WO2018095713A1,1,0,0,0,0,0,0
JP2000265870A,1,0,0,0,0,0,0
JP3980519B2,1,0,0,0,0,0,0
WO2012127656A1,1,0,0,0,0,0,0
JP6537464B2,1,0,0,0,0,0,0
JP3333814B2,1,0,0,0,0,0,0
JP2579828B2,1,0,0,0,0,0,0
JP2009033901A,1,0,0,0,0,0,0
JP2018182803A,1,0,0,0,0,0,0
JP3395694B2,1,0,0,0,0,0,0
ID201605842A,1,0,0,0,0,0,0
JP2011051542A,1,0,0,0,0,0,0
JP3543566B2,1,0,0,0,0,0,0
DE102008023732B4,1,0,0,0,0,0,0
JP2008274956A,1,0,0,0,0,0,0
JP3716659B2,1,0,0,0,0,0,0
JP2002340170A,1,0,0,0,0,0,0
JP2006105287A,1,0,0,0,0,0,0
IN1391MUM2010A,1,0,0,0,0,0,0
ES2371332T3,1,0,0,0,0,0,0
JP1999173173A,1,0,0,0,0,0,0
EP2159092B1,1,0,0,0,0,0,0
JP4131309B2,1,0,0,0,0,0,0
JP2019055771A,1,0,0,0,0,0,0
JP2000224711A,1,0,0,0,0,0,0
JP2000168387A,1,0,0,0,0,0,0
JPWO2017208405A1,1,0,0,0,0,0,0
JP5966962B2,1,0,0,0,0,0,0
JP2000185568A,1,0,0,0,0,0,0
EP2404775B1,1,0,0,0,0,0,0
JP4043474B2,1,0,0,0,0,0,0
JP5324879B2,1,0,0,0,0,0,0
CN1880141B,1,0,0,0,0,0,0
JP6024550B2,1,0,0,0,0,0,0
JP2019009886A,1,0,0,0,0,0,0
JP5520249B2,1,0,0,0,0,0,0
JP2018176819A,1,0,0,0,0,0,0
JP2018013050A,1,0,0,0,0,0,0
US6569055,1,0,0,0,0,0,0
BRPI0402131A,1,0,0,0,0,0,0
JP2001304080A,1,0,0,0,0,0,0
JP1999187614A,1,0,0,0,0,0,0
JP2015033922A,1,0,0,0,0,0,0
JP2008137518A,1,0,0,0,0,0,0
JP3371676B2,1,0,0,0,0,0,0
JP2019031201A,1,0,0,0,0,0,0
JP2005045883A,1,0,0,0,0,0,0
JP6310094B2,1,0,0,0,0,0,0
CN206202539U,1,0,0,0,0,0,0
JPWO2010116521A1,1,0,0,0,0,0,0
JP2017520458A,1,0,0,0,0,0,0
US20070087894A1,1,0,0,0,0,0,0
IN6822DELNP2012A,1,0,0,0,0,0,0
CN103909820A,1,0,0,0,0,0,0
JP2013237353A,1,0,0,0,0,0,0
JP2013233929A,1,0,0,0,0,0,0
JP3513072B2,1,0,0,0,0,0,0
US20050140230A1,1,0,0,0,0,0,0
JP2018172098A,1,0,0,0,0,0,0
JP3067594B2,1,0,0,0,0,0,0
JP1976007826U,1,0,0,0,0,0,0
FR2969049A1,1,0,0,0,0,0,0
JP2018196184A,1,0,0,0,0,0,0
US6478101,1,0,0,0,0,0,0
US8263264,1,0,0,0,0,0,0
AU2001229924A1,1,0,0,0,0,0,0
JP3386044B2,1,0,0,0,0,0,0
JP4031786B2,1,0,0,0,0,0,0
JP6102090B2,1,0,0,0,0,0,0
JP5565093B2,1,0,0,0,0,0,0
JP2006161841A,1,0,0,0,0,0,0
ID201713880A,1,0,0,0,0,0,0
WO2018065313A1,1,0,0,0,0,0,0
WO2010024132A1,1,0,0,0,0,0,0
JP3951480B2,1,0,0,0,0,0,0
JP3931475B2,1,0,0,0,0,0,0
JP4975480B2,1,0,0,0,0,0,0
JP1995322410A,1,0,0,0,0,0,0
JP6267571B2,1,0,0,0,0,0,0
IN394KOL2011A,1,0,0,0,0,0,0
JP2012236576A,1,0,0,0,0,0,0
JP5379821B2,1,0,0,0,0,0,0
JP1993222964A,1,0,0,0,0,0,0
JP1996154307A,1,0,0,0,0,0,0
JP5319725B2,1,0,0,0,0,0,0
JP1982155121A,1,0,0,0,0,0,0
JP1998339185A,1,0,0,0,0,0,0
JP3802881B2,1,0,0,0,0,0,0
JP3700774B2,1,0,0,0,0,0,0
JP5575521B2,1,0,0,0,0,0,0
JP6291427B2,1,0,0,0,0,0,0
JP2004122978A,1,0,0,0,0,0,0
JP2004156622A,1,0,0,0,0,0,0
JP2005245069A,1,0,0,0,0,0,0
IN7378CHENP2012A,1,0,0,0,0,0,0
JP1999082094A,1,0,0,0,0,0,0
JP2017226283A,1,0,0,0,0,0,0
JP4165028B2,1,0,0,0,0,0,0
JP5633641B2,1,0,0,0,0,0,0
JP6525028B2,1,0,0,0,0,0,0
JP2018176856A,1,0,0,0,0,0,0
MY167369A,1,0,0,0,0,0,0
JP6175886B2,1,0,0,0,0,0,0
JP5875664B1,1,0,0,0,0,0,0
JPWO2013080982A1,1,0,0,0,0,0,0
CN109795305A,1,0,0,0,0,0,0
JP1997084211A,1,0,0,0,0,0,0
US20110079454A1,1,0,0,0,0,0,0
JP2016054606A,1,0,0,0,0,0,0
JP2004291707A,1,0,0,0,0,0,0
JP5496855B2,1,0,0,0,0,0,0
US7880597,1,0,0,0,0,0,0
JP2017075694A,1,0,0,0,0,0,0
JP2012148683A,1,0,0,0,0,0,0
EP3246188A1,1,0,0,0,0,0,0
JP2016175495A,1,0,0,0,0,0,0
JP2005269871A,1,0,0,0,0,0,0
JP2010036808A,1,0,0,0,0,0,0
JP3961552B2,1,0,0,0,0,0,0
US8695738,1,0,0,0,0,0,0
CN206551895U,1,0,0,0,0,0,0
JP3876503B2,1,0,0,0,0,0,0
JP6443464B2,1,0,0,0,0,0,0
JP5605815B2,1,0,0,0,0,0,0
JP4165466B2,1,0,0,0,0,0,0
JP2019134670A,1,0,0,0,0,0,0
JP3351682B2,1,0,0,0,0,0,0
IN4040KOLNP2012A,1,0,0,0,0,0,0
JP2005307757A,1,0,0,0,0,0,0
JP3890460B2,1,0,0,0,0,0,0
JP2004048907A,1,0,0,0,0,0,0
JP6070014B2,1,0,0,0,0,0,0
JP6560614B2,1,0,0,0,0,0,0
JP3013751B2,1,0,0,0,0,0,0
JP1978026275Y2,1,0,0,0,0,0,0
JP2002155774A,1,0,0,0,0,0,0
JP6307033B2,1,0,0,0,0,0,0
JP2010201987A,1,0,0,0,0,0,0
JP2001161114A,1,0,0,0,0,0,0
JP5975082B2,1,0,0,0,0,0,0
BRPI0302189A2,1,0,0,0,0,0,0
JP2003054267A,1,0,0,0,0,0,0
JP2019034736A5,1,0,0,0,0,0,0
JP2013504990A,1,0,0,0,0,0,0
JP6024597B2,1,0,0,0,0,0,0
JP5592848B2,1,0,0,0,0,0,0
JP2005039885A,1,0,0,0,0,0,0
JP3408974B2,1,0,0,0,0,0,0
IN3493CHENP2011A,1,0,0,0,0,0,0
JP5233691B2,1,0,0,0,0,0,0
JP1975015210A,1,0,0,0,0,0,0
JP2019043247A,1,0,0,0,0,0,0
US20100161166A1,1,0,0,0,0,0,0
JP3909696B2,1,0,0,0,0,0,0
JP3216144B2,1,0,0,0,0,0,0
AU2002249907A1,1,0,0,0,0,0,0
JP2018100014A,1,0,0,0,0,0,0
JP1999182094A,1,0,0,0,0,0,0
JP2005065390A,1,0,0,0,0,0,0
JP2017110622A,1,0,0,0,0,0,0
CA2609688A1,1,0,0,0,0,0,0
DE102012216781A1,1,0,0,0,0,0,0
JP3840824B2,1,0,0,0,0,0,0
JP3778120B2,1,0,0,0,0,0,0
JP2010143295A,1,0,0,0,0,0,0
JP2009512409A,1,0,0,0,0,0,0
US6794846,1,0,0,0,0,0,0
JP2010047125A,1,0,0,0,0,0,0
JP2010202184A,1,0,0,0,0,0,0
JP5126080B2,1,0,0,0,0,0,0
JP2000308201A,1,0,0,0,0,0,0
CN206615063U,1,0,0,0,0,0,0
JP2012131478A,1,0,0,0,0,0,0
JP2005143183A,1,0,0,0,0,0,0
FR3029856A1,1,0,0,0,0,0,0
EP3206900A1,1,0,0,0,0,0,0
JP1981007048B2,1,0,0,0,0,0,0
JP1995071236A,1,0,0,0,0,0,0
FR3032653B1,1,0,0,0,0,0,0
ID201807031A,1,0,0,0,0,0,0
JP3644335B2,1,0,0,0,0,0,0
JP5136069B2,1,0,0,0,0,0,0
JP2919219B2,1,0,0,0,0,0,0
JP2013189134A,1,0,0,0,0,0,0
JP2015519241A5,1,0,0,0,0,0,0
JP2019119249A,1,0,0,0,0,0,0
JP4179290B2,1,0,0,0,0,0,0
IN274328B,1,0,0,0,0,0,0
JP2001132488A,1,0,0,0,0,0,0
JP1989254424A,1,0,0,0,0,0,0
JP5330130B2,1,0,0,0,0,0,0
JP4946704B2,1,0,0,0,0,0,0
JP3097284B2,1,0,0,0,0,0,0
US10392006,1,0,0,0,0,0,0
US7182167,1,0,0,0,0,0,0
NL1042199C,1,0,0,0,0,0,0
JP2019502059A,1,0,0,0,0,0,0
US7441617,1,0,0,0,0,0,0
JP1995107614A,1,0,0,0,0,0,0
JP4512057B2,1,0,0,0,0,0,0
JP2017105247A,1,0,0,0,0,0,0
JP1987027604B2,1,0,0,0,0,0,0
JP2007177437A,1,0,0,0,0,0,0
JP6310974B2,1,0,0,0,0,0,0
JP2002325310A,1,0,0,0,0,0,0
JP2011143826A,1,0,0,0,0,0,0
US20100252343A1,1,0,0,0,0,0,0
US9718472,1,0,0,0,0,0,0
ID201800032A,1,0,0,0,0,0,0
DE102015202572A1,1,0,0,0,0,0,0
IN3057KOLNP2012A,1,0,0,0,0,0,0
JP2018016269A,1,0,0,0,0,0,0
JP2019026107A,1,0,0,0,0,0,0
EP2631145B1,1,0,0,0,0,0,0
IN201717042619A,1,0,0,0,0,0,0
JP2009023372A,1,0,0,0,0,0,0
JP2016138655A,1,0,0,0,0,0,0
JP2003299210A,1,0,0,0,0,0,0
JP2004084484A,1,0,0,0,0,0,0
JP1997224302A,1,0,0,0,0,0,0
NL2009883A,1,0,0,0,0,0,0
CN101264731A,1,0,0,0,0,0,0
JP2019057988A,1,0,0,0,0,0,0
JP4155962B2,1,0,0,0,0,0,0
JP2016185026A,1,0,0,0,0,0,0
JP1974064805A,1,0,0,0,0,0,0
IN5317CHENP2013A,1,0,0,0,0,0,0
JP2010195165A,1,0,0,0,0,0,0
JP2007071045A,1,0,0,0,0,0,0
JP6467451B2,1,0,0,0,0,0,0
JP2009274718A,1,0,0,0,0,0,0
JP3097482B2,1,0,0,0,0,0,0
FR3072056A1,1,0,0,0,0,0,0
EP2100787A3,1,0,0,0,0,0,0
JP2019034736A,1,0,0,0,0,0,0
JP2004017942A,1,0,0,0,0,0,0
JP2001083168A,1,0,0,0,0,0,0
JP1985131318A,1,0,0,0,0,0,0
JP1974036018A,1,0,0,0,0,0,0
EP2591965B1,1,0,0,0,0,0,0
CN107351670A,1,0,0,0,0,0,0
JP3515420B2,1,0,0,0,0,0,0
US8894525,1,0,0,0,0,0,0
JP2018509574A,1,0,0,0,0,0,0
JP4216145B2,1,0,0,0,0,0,0
EP2666691A1,1,0,0,0,0,0,0
JP1995123512A,1,0,0,0,0,0,0
JP3721818B2,1,0,0,0,0,0,0
JP3703476B2,1,0,0,0,0,0,0
JP5854056B2,1,0,0,0,0,0,0
DE102015226309A1,1,0,0,0,0,0,0
JP2006067737A,1,0,0,0,0,0,0
JP2014503042A,1,0,0,0,0,0,0
IN10342CHENP2012A,1,0,0,0,0,0,0
JP6544342B2,1,0,0,0,0,0,0
US8812204,1,0,0,0,0,0,0
JP1990241938A,1,0,0,0,0,0,0
JP1975047322A,1,0,0,0,0,0,0
JP1976026418Y2,1,0,0,0,0,0,0
TH151827A,1,0,0,0,0,0,0
IN6517CHENP2015A,1,0,0,0,0,0,0
JP1999190213A,1,0,0,0,0,0,0
JP2001221089A,1,0,0,0,0,0,0
JP1998174211A,1,0,0,0,0,0,0
JP2005001466A,1,0,0,0,0,0,0
JP2018192829A,1,0,0,0,0,0,0
JP6340629B2,1,0,0,0,0,0,0
JP2015057009A,1,0,0,0,0,0,0
JP5163000B2,1,0,0,0,0,0,0
JP1997308007A,1,0,0,0,0,0,0
US9748537,1,0,0,0,0,0,0
JP2003027985A,1,0,0,0,0,0,0
JP6446886B2,1,0,0,0,0,0,0
JP3624656B2,1,0,0,0,0,0,0
JP2012532061A,1,0,0,0,0,0,0
JP5924366B2,1,0,0,0,0,0,0
JP3932714B2,1,0,0,0,0,0,0
JP2014121255A,1,0,0,0,0,0,0
JP6217289B2,1,0,0,0,0,0,0
EP1972518A4,1,0,0,0,0,0,0
JP2015006812A,1,0,0,0,0,0,0
EP2539557A1,1,0,0,0,0,0,0
JP5178879B2,1,0,0,0,0,0,0
JP6104313B2,1,0,0,0,0,0,0
JP1993069328U,1,0,0,0,0,0,0
EP2271831B1,1,0,0,0,0,0,0
JP2000110608A,1,0,0,0,0,0,0
JP2014088132A,1,0,0,0,0,0,0
JP1993044372B2,1,0,0,0,0,0,0
BRPI0402131A2,1,0,0,0,0,0,0
JP3380879B2,1,0,0,0,0,0,0
JP2000166023A,1,0,0,0,0,0,0
JP2016107670A,1,0,0,0,0,0,0
JP3451951B2,1,0,0,0,0,0,0
IN201617001565A,1,0,0,0,0,0,0
JP5383626B2,1,0,0,0,0,0,0
JP3691469B2,1,0,0,0,0,0,0
JP2018199373A,1,0,0,0,0,0,0
WO2009122254A3,1,0,0,0,0,0,0
JP3997997B2,1,0,0,0,0,0,0
JP3682686B2,1,0,0,0,0,0,0
NL2018735C,1,0,0,0,0,0,0
IDP000051924B,1,0,0,0,0,0,0
US6962224,1,0,0,0,0,0,0
JP5063737B2,1,0,0,0,0,0,0
JP3351683B2,1,0,0,0,0,0,0
JP6089027B2,1,0,0,0,0,0,0
JP3706735B2,1,0,0,0,0,0,0
JP3467974B2,1,0,0,0,0,0,0
JP4954028B2,1,0,0,0,0,0,0
NL2019856C,1,0,0,0,0,0,0
JP2018114821A,1,0,0,0,0,0,0
JP2019032004A,1,0,0,0,0,0,0
JP1995015805A,1,0,0,0,0,0,0
JP2012236568A,1,0,0,0,0,0,0
JP2013217225A,1,0,0,0,0,0,0
JP6315545B2,1,0,0,0,0,0,0
JP3376892B2,1,0,0,0,0,0,0
JP2004332564A,1,0,0,0,0,0,0
JP3291291B2,1,0,0,0,0,0,0
EP2662256B1,1,0,0,0,0,0,0
JP4267547B2,1,0,0,0,0,0,0
JP2019520529A,1,0,0,0,0,0,0
JP5867440B2,1,0,0,0,0,0,0
JP3340405B2,1,0,0,0,0,0,0
JP1990227533A,1,0,0,0,0,0,0
JP6489510B2,1,0,0,0,0,0,0
JP6071783B2,1,0,0,0,0,0,0
JP6332300B2,1,0,0,0,0,0,0
JP3708330B2,1,0,0,0,0,0,0
EP2529972A1,1,0,0,0,0,0,0
JP2019011785A,1,0,0,0,0,0,0
JP2005048620A,1,0,0,0,0,0,0
JP2007145157A,1,0,0,0,0,0,0
FR3034735B1,1,0,0,0,0,0,0
IN1800DEL2015A,1,0,0,0,0,0,0
JP6024482B2,1,0,0,0,0,0,0
JP2013533411A,1,0,0,0,0,0,0
JP2011050206A,1,0,0,0,0,0,0
JP5459023B2,1,0,0,0,0,0,0
JP3778149B2,1,0,0,0,0,0,0
IN201617032283A,1,0,0,0,0,0,0
JP2018103676A,1,0,0,0,0,0,0
JP1997084210A,1,0,0,0,0,0,0
IN2510CHENP2014A,1,0,0,0,0,0,0
JP2018204454A,1,0,0,0,0,0,0
US9381906,1,0,0,0,0,0,0
JP1995337066A,1,0,0,0,0,0,0
CN103987553B,1,0,0,0,0,0,0
JP5952901B2,1,0,0,0,0,0,0
JP2010536657A,1,0,0,0,0,0,0
JP2007203782A,1,0,0,0,0,0,0
JP5617286B2,1,0,0,0,0,0,0
JP3144390B2,1,0,0,0,0,0,0
JP2006009736A,1,0,0,0,0,0,0
JP2017105376A,1,0,0,0,0,0,0
JP2001030802A,1,0,0,0,0,0,0
JP2016043916A,1,0,0,0,0,0,0
EP2244900B1,1,0,0,0,0,0,0
CN206765798U,1,0,0,0,0,0,0
JP6007998B2,1,0,0,0,0,0,0
KR100504053B1,0,1,0,0,0,0,0
CN203151194U,0,1,0,0,0,0,0
CN101497337B,0,1,0,0,0,0,0
JP5590204B2,0,1,0,0,0,0,0
KR100598875B1,0,1,0,0,0,0,0
CN205601592U,0,1,0,0,0,0,0
US10253843,0,1,0,0,0,0,0
JP1993104406A,0,1,0,0,0,0,0
JP4570859B2,0,1,0,0,0,0,0
JP1993018961B2,0,1,0,0,0,0,0
JP6187059B2,0,1,0,0,0,0,0
JP4901666B2,0,1,0,0,0,0,0
CN109080431A,0,1,0,0,0,0,0
JP1993104408A,0,1,0,0,0,0,0
JP1993077709A,0,1,0,0,0,0,0
JP6439609B2,0,1,0,0,0,0,0
JP4864778B2,0,1,0,0,0,0,0
JP3891209B2,0,1,0,0,0,0,0
JP4480018B2,0,1,0,0,0,0,0
JP1993060370B2,0,1,0,0,0,0,0
CN101298246A,0,1,0,0,0,0,0
JP1993055645B2,0,1,0,0,0,0,0
JP3465576B2,0,1,0,0,0,0,0
JP1993083171B2,0,1,0,0,0,0,0
KR100559392B1,0,1,0,0,0,0,0
US20190202434A1,0,1,0,0,0,0,0
JP5571879B2,0,1,0,0,0,0,0
US20180264926A1,0,1,0,0,0,0,0
JP1993018744B2,0,1,0,0,0,0,0
JP2009074616A,0,1,0,0,0,0,0
JP5460017B2,0,1,0,0,0,0,0
